,child_case,head_case,relation,child_pos,head_pos,file_name
8889,nom,FV,bavalakranasapwami_samanakalah,nom. sg. n.,pft. ac. sg. 3,Gold_75.csv
8890,nom,FV,karma,nom. sg. n.,pft. ac. sg. 3,Gold_75.csv
8891,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_75.csv
8892,loc,abl,axikaranam,loc. sg. m.,abl. sg. n.,Gold_548.csv
8893,g,g,viseranam,g. sg. f.,g. sg. f.,Gold_548.csv
8894,g,abl,rartisambanxah,g. sg. f.,abl. sg. n.,Gold_548.csv
8895,abl,FV,apaxanam,abl. sg. n.,pr. [2] ac. sg. 3,Gold_548.csv
8896,adv,nom,kriyaviseranam,adv.,nom. sg. m.,Gold_548.csv
8897,loc,loc,sambanxah,loc. sg. m.,loc. sg. m.,Gold_548.csv
8898,loc,nom,sambanxah,loc. sg. m.,nom. sg. m.,Gold_548.csv
8899,nom,Ind,samucciwam,nom. sg. m.,conj.,Gold_548.csv
8900,nom,Ind,samucciwam,nom. sg. m.,conj.,Gold_548.csv
8901,Ind,FV,karwa,conj.,pr. [2] ac. sg. 3,Gold_548.csv
8902,nom,FV,karwqsamanaxikaranam,nom. sg. m.,pr. [2] ac. sg. 3,Gold_548.csv
8903,Ind,nom,sambanxah,prep.,nom. sg. m.,Gold_548.csv
8904,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_548.csv
8905,g,g,viseranam,g. sg. *,g. sg. m.,Gold_43.csv
8906,g,g,viseranam,g. sg. m.,g. sg. m.,Gold_43.csv
8907,g,nom,rartisambanxah,g. sg. m.,nom. sg. m.,Gold_43.csv
8908,nom,g,viseranam,nom. sg. m.,g. sg. m.,Gold_43.csv
8909,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_43.csv
8910,nom,FV,karwa,nom. sg. m.,pr. [2] ac. sg. 3,Gold_43.csv
8911,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_43.csv
8912,nom,nom,viseranam,nom. sg. m.,nom. sg. *,Gold_812.csv
8913,nom,FV,karwa,nom. sg. *,pr. [2] ac. sg. 2,Gold_812.csv
8914,FV,ROOT,root,pr. [2] ac. sg. 2,NA,Gold_812.csv
8915,acc,acc,viseranam,acc. pl. f.,acc. pl. f.,Gold_966.csv
8916,acc,acc,viseranam,acc. pl. f.,acc. pl. f.,Gold_966.csv
8917,acc,Ind,prawiyogi,acc. pl. f.,conj.,Gold_966.csv
8918,Ind,acc,anuyogi,conj.,acc. pl. f.,Gold_966.csv
8919,nom,Ind,samucciwam,nom. pl. m.,conj.,Gold_966.csv
8920,Ind,acc,sambanxah,conj.,acc. sg. m.,Gold_966.csv
8921,acc,acc,viseranam,acc. pl. f.,acc. pl. f.,Gold_966.csv
8922,acc,acc,viseranam,acc. pl. f.,acc. pl. f.,Gold_966.csv
8923,acc,acc,viseranam,acc. pl. f.,acc. pl. f.,Gold_966.csv
8924,acc,acc,karma,acc. pl. f.,acc. sg. m.,Gold_966.csv
8925,acc,FV,bavalakranasapwami_samanakalah,acc. sg. m.,pft. ac. sg. 3,Gold_966.csv
8926,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_966.csv
8927,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_966.csv
8928,acc,FV,karma,acc. sg. m.,pft. ac. sg. 3,Gold_966.csv
8929,FV,Ind,samucciwam,pft. ac. sg. 3,conj.,Gold_966.csv
8930,Ind,ROOT,root,conj.,NA,Gold_966.csv
8931,acc,g,karma,acc. sg. n.,g. sg. m.,Gold_1020.csv
8932,g,nom,viseranam,g. sg. m.,nom. du. m.,Gold_1020.csv
8933,Ind,g,sambanxah,conj.,g. sg. m.,Gold_1020.csv
8934,g,nom,rartisambanxah,g. sg. m.,nom. du. m.,Gold_1020.csv
8935,nom,FV,karwa,nom. du. m.,impft . ac. du. 3,Gold_1020.csv
8936,Ind,FV,kriyaviseranam,conj.,impft . ac. du. 3,Gold_1020.csv
8937,Ind,Ind,sambanxah,conj.,conj.,Gold_1020.csv
8938,voc,FV,karwqsamanaxikaranam,voc. du. m.,impft . ac. du. 3,Gold_1020.csv
8939,FV,ROOT,root,impft . ac. du. 3,NA,Gold_1020.csv
8940,nom,acc,karwa,nom. sg. m.,acc. sg. m.,Gold_1474.csv
8941,acc,FV,karma,acc. sg. m.,pr. [1] ac. sg. 1,Gold_1474.csv
8942,FV,ROOT,root,pr. [1] ac. sg. 1,NA,Gold_1474.csv
8943,FV,ROOT,root,aor. [5] ac. sg. 3,NA,Gold_1463.csv
8944,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1463.csv
8945,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1463.csv
8946,nom,FV,karwa,nom. sg. m.,aor. [5] ac. sg. 3,Gold_1463.csv
8947,voc,IV,samboxyah,voc. sg. m.,pfp. [1],Gold_1268.csv
8948,acc,IV,karma,acc. sg. n.,inf.,Gold_1268.csv
8949,Ind,acc,sambanxah,conj.,acc. sg. n.,Gold_1268.csv
8950,nom,IV,karwa,nom. sg. n.,pfp. [1],Gold_1268.csv
8951,loc,IV,axikaranam,loc. sg. m.,inf.,Gold_1268.csv
8952,Ind,loc,sambanxah,prep.,loc. sg. m.,Gold_1268.csv
8953,IV,IV,prayojanam,inf.,pfp. [1],Gold_1268.csv
8954,IV,ROOT,root,pfp. [1],NA,Gold_1268.csv
8955,Ind,IV,sambanxah,part.,pfp. [1],Gold_1268.csv
8956,loc,IV,axikaranam,loc. sg. m.,inf.,Gold_116.csv
8957,Ind,loc,sambanxah,prep.,loc. sg. m.,Gold_116.csv
8958,g,acc,rartisambanxah,g. pl. m.,acc. sg. m.,Gold_116.csv
8959,acc,IV,karma,acc. sg. m.,inf.,Gold_116.csv
8960,IV,Ind,samucciwam,inf.,conj.,Gold_116.csv
8961,inst,FV,karwa,i. sg. f.,aor. [5] ac. sg. 3,Gold_116.csv
8962,Ind,inst,sambanxah,conj.,i. sg. f.,Gold_116.csv
8963,inst,nom,karwa,i. pl. *,nom. sg. n.,Gold_116.csv
8964,loc,nom,axikaranam,loc. sg. m.,nom. sg. n.,Gold_116.csv
8965,Ind,loc,sambanxah,prep.,loc. sg. m.,Gold_116.csv
8966,nom,FV,karwa,nom. sg. n.,aor. [5] ac. sg. 3,Gold_116.csv
8967,FV,Ind,samucciwam,aor. [5] ac. sg. 3,conj.,Gold_116.csv
8968,Ind,ROOT,root,conj.,NA,Gold_116.csv
8969,voc,acc,samboxyah,voc. sg. m.,acc. sg. n.,Gold_904.csv
8970,acc,FV,karma,acc. sg. n.,pr. [2] ac. sg. 3,Gold_904.csv
8971,inst,inst,viseranam,i. sg. f.,i. sg. f.,Gold_904.csv
8972,inst,acc,hewuh,i. sg. f.,acc. sg. n.,Gold_904.csv
8973,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_904.csv
8974,adv,g,sambanxah,adv.,g. sg. m.,Gold_745.csv
8975,g,nom,rartisambanxah,g. sg. m.,nom. sg. m.,Gold_745.csv
8976,nom,IV,karwa,nom. sg. m.,pp.,Gold_745.csv
8977,g,g,viseranam,g. sg. n.,g. sg. n.,Gold_745.csv
8978,g,inst,rartisambanxah,g. sg. n.,i. sg. m.,Gold_745.csv
8979,inst,IV,karanam,i. sg. m.,pp.,Gold_745.csv
8980,IV,ROOT,root,pp.,NA,Gold_745.csv
8981,Ind,Ind,samucciwam,conj.,conj.,Gold_905.csv
8982,Ind,Ind,sambanxah,conj.,conj.,Gold_905.csv
8983,Ind,Ind,sambanxah,conj.,conj.,Gold_905.csv
8984,nom,nom,karwa,nom. sg. m.,nom. sg. m.,Gold_905.csv
8985,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_905.csv
8986,acc,nom,karma,acc. sg. n.,nom. sg. m.,Gold_905.csv
8987,nom,Ind,prawiyogi,nom. sg. m.,conj.,Gold_905.csv
8988,Ind,FV,anuyogi,conj.,impft . ac. sg. 3,Gold_905.csv
8989,Ind,Ind,sambanxah,conj.,conj.,Gold_905.csv
8990,nom,FV,karwa,nom. sg. n.,impft . ac. sg. 3,Gold_905.csv
8991,nom,FV,kriyaviseranam,nom. sg. n.,impft . ac. sg. 3,Gold_905.csv
8992,FV,Ind,samucciwam,impft . ac. sg. 3,conj.,Gold_905.csv
8993,Ind,ROOT,root,conj.,NA,Gold_905.csv
8994,inst,FV,karanam,inst. du. m.,pr. [1] ac. pl. 3,Gold_385.csv
8995,FV,ROOT,root,pr. [1] ac. pl. 3,NA,Gold_385.csv
8996,nom,FV,karwa,nom. pl. m.,pr. [1] ac. pl. 3,Gold_385.csv
8997,loc,IV,axikaranam,loc. sg. n.,abs.,Gold_1487.csv
8998,nom,IV,karwa,nom. sg. m.,pp.,Gold_1487.csv
8999,loc,IV,axikaranam,loc. sg. f.,abs.,Gold_1487.csv
9000,g,acc,rartisambanxah,g. sg. n.,acc. sg. n.,Gold_1487.csv
9001,acc,IV,karma,acc. sg. n.,abs.,Gold_1487.csv
9002,Ind,IV,sambanxah,part.,abs.,Gold_1487.csv
9003,IV,IV,purvakalah,abs.,pp.,Gold_1487.csv
9004,IV,ROOT,root,pp.,NA,Gold_1487.csv
9005,nom,FV,karwa,nom. sg. m.,pp. . sg. ,Gold_1087.csv
9006,acc,FV,karma,acc. sg. m.,pp. . sg. ,Gold_1087.csv
9007,FV,ROOT,root,pp. . sg. ,NA,Gold_1087.csv
9008,nom,FV,karwa,nom. sg. f.,pft. md. sg. 3,Gold_666.csv
9009,acc,Ind,upapaxasambanxah,acc. sg. m.,conj.,Gold_666.csv
9010,Ind,FV,axikaranam,conj.,pft. md. sg. 3,Gold_666.csv
9011,g,g,viseranam,g. sg. m.,g. sg. m.,Gold_666.csv
9012,g,acc,rartisambanxah,g. sg. m.,acc. sg. n.,Gold_666.csv
9013,acc,FV,viseranam,acc. sg. n.,pft. md. sg. 3,Gold_666.csv
9014,acc,FV,viseranam,acc. sg. n.,pft. md. sg. 3,Gold_666.csv
9015,Ind,FV,sambanxah,conj.,pft. md. sg. 3,Gold_666.csv
9016,inst,inst,viseranam,inst. sg. m.,inst. sg. m.,Gold_666.csv
9017,inst,FV,karanam,inst. sg. m.,pft. md. sg. 3,Gold_666.csv
9018,acc,FV,karma,acc. sg. n.,pft. md. sg. 3,Gold_666.csv
9019,FV,ROOT,root,pft. md. sg. 3,NA,Gold_666.csv
9020,inst,nom,hewuh,i. sg. n.,nom. du. n.,Gold_242.csv
9021,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_242.csv
9022,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_242.csv
9023,acc,nom,karma,acc. sg. m.,nom. du. n.,Gold_242.csv
9024,nom,nom,karwa,nom. sg. *,nom. du. n.,Gold_242.csv
9025,nom,Ind,prawiyogi,nom. du. n.,part.,Gold_242.csv
9026,Ind,FV,anuyogi,part.,impft. [2] ac. sg. 3,Gold_242.csv
9027,FV,ROOT,root,impft. [2] ac. sg. 3,NA,Gold_242.csv
9028,acc,FV,karma,acc. pl. m.,pr. [1] md. sg. 3,Gold_977.csv
9029,FV,ROOT,root,pr. [1] md. sg. 3,NA,Gold_977.csv
9030,nom,FV,karwa,nom. sg. m.,pr. [1] md. sg. 3,Gold_977.csv
9031,nom,FV,karwa,nom. sg. m.,pp. . sg. ,Gold_228.csv
9032,acc,FV,karma,acc. sg. m.,pp. . sg. ,Gold_228.csv
9033,FV,ROOT,root,pp. . sg. ,NA,Gold_228.csv
9034,g,acc,rartisambanxah,g. sg. f.,acc. sg. n.,Gold_30.csv
9035,acc,IV,karma,acc. sg. n.,pfp. [1],Gold_30.csv
9036,IV,Ind,samucciwam,pfp. [1],conj.,Gold_30.csv
9037,g,acc,rartisambanxah,g. sg. f.,acc. sg. f.,Gold_30.csv
9038,acc,IV,karma,acc. sg. f.,abs.,Gold_30.csv
9039,Ind,FV,purvakalah,conj.,impft. [1] ac. sg. 3,Gold_30.csv
9040,IV,Ind,samucciwam,abs.,conj.,Gold_30.csv
9041,nom,FV,karwa,nom. sg. m.,impft. [1] ac. sg. 3,Gold_30.csv
9042,FV,ROOT,root,impft. [1] ac. sg. 3,NA,Gold_30.csv
9043,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_30.csv
9044,nom,IV,karwa,nom. sg. f.,ppr. [2] ac.,Gold_30.csv
9045,g,nom,rartisambanxah,g. sg. m.,nom. sg. f.,Gold_30.csv
9046,nom,IV,karwqsamanaxikaranam,nom. sg. f.,ppr. [2] ac.,Gold_30.csv
9047,IV,FV,sambanxah,ppr. [2] ac.,impft. [1] ac. sg. 3,Gold_30.csv
9048,Ind,Ind,samucciwam,conj.,conj.,Gold_673.csv
9049,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_673.csv
9050,Ind,FV,sambanxah,conj.,pr. ac. sg. 3,Gold_673.csv
9051,nom,FV,karwa,nom. sg. f.,pr. ac. sg. 3,Gold_673.csv
9052,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_673.csv
9053,Ind,ROOT,root,conj.,NA,Gold_673.csv
9054,Ind,FV,sambanxah,conj.,pr. [2] ac. sg. 3,Gold_1355.csv
9055,nom,FV,karwa,nom. sg. f.,pr. [2] ac. sg. 3,Gold_1355.csv
9056,Ind,FV,sambanxah,prep.,pr. [2] ac. sg. 3,Gold_1355.csv
9057,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_1355.csv
9058,acc,acc,viseranam,acc. pl. f.,acc. pl. f.,Gold_1131.csv
9059,acc,acc,viseranam,acc. pl. f.,acc. pl. f.,Gold_1131.csv
9060,acc,FV,karma,acc. pl. f.,pft. ac. sg. 3,Gold_1131.csv
9061,nom,FV,bavalakranasapwami_samanakalah,nom. sg. n.,pft. ac. sg. 3,Gold_1131.csv
9062,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_1131.csv
9063,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_1131.csv
9064,nom,FV,karwa,nom. sg. m.,pr. md. sg. 3,Gold_1019.csv
9065,Ind,FV,sambanxah,conj.,pr. md. sg. 3,Gold_1019.csv
9066,g,loc,rartisambanxah,g. sg. m.,loc. sg. m.,Gold_1019.csv
9067,Ind,g,sambanxah,conj.,g. sg. m.,Gold_1019.csv
9068,loc,FV,axikaranam,loc. sg. m.,pr. md. sg. 3,Gold_1019.csv
9069,abl,FV,karwqsamanaxikaranam,abl. sg. m.,pr. md. sg. 3,Gold_1019.csv
9070,Ind,abl,sambanxah,conj.,abl. sg. m.,Gold_1019.csv
9071,FV,ROOT,root,pr. md. sg. 3,NA,Gold_1019.csv
9072,g,nom,rartisambanxah,g. sg. *,nom. sg. f.,Gold_1461.csv
9073,nom,FV,karwa,nom. sg. f.,pr. [6] ac. sg. 2,Gold_1461.csv
9074,g,acc,rartisambanxah,g. sg. *,acc. sg. n.,Gold_1461.csv
9075,acc,IV,karma,acc. sg. n.,inf.,Gold_1461.csv
9076,IV,FV,karma,inf.,pr. [6] ac. sg. 2,Gold_1461.csv
9077,FV,ROOT,root,pr. [6] ac. sg. 2,NA,Gold_1461.csv
9078,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_1449.csv
9079,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_1449.csv
9080,nom,Ind,samucciwam,nom. sg. m.,conj.,Gold_1449.csv
9081,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_1449.csv
9082,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_1449.csv
9083,Ind,ROOT,root,conj.,NA,Gold_1449.csv
9084,g,dat,rartisambanxah,g. pl. n.,dat. sg. m.,Gold_1437.csv
9085,dat,FV,waxarwyam,dat. sg. m.,pr. [1] md. sg. 3,Gold_1437.csv
9086,nom,FV,karwa,nom. sg. m.,pr. [1] md. sg. 3,Gold_1437.csv
9087,FV,ROOT,root,pr. [1] md. sg. 3,NA,Gold_1437.csv
9088,g,g,viseranam,g. sg. m.,g. sg. f.,Gold_558.csv
9089,g,nom,rartisambanxah,g. sg. f.,nom. sg. n.,Gold_558.csv
9090,nom,FV,karwa,nom. sg. n.,pr. [2] ac. sg. 3,Gold_558.csv
9091,nom,FV,karwqsamanaxikaranam,nom. sg. n.,pr. [2] ac. sg. 3,Gold_558.csv
9092,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_558.csv
9093,Ind,IV,sambanxah,conj.,pp.,Gold_328.csv
9094,loc,IV,axikaranam,loc. sg. m.,pp.,Gold_328.csv
9095,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_328.csv
9096,nom,IV,karwa,nom. sg. m.,pp.,Gold_328.csv
9097,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_328.csv
9098,Ind,IV,sambanxah,part.,pp.,Gold_328.csv
9099,Ind,Ind,sambanxah,prep.,part.,Gold_328.csv
9100,IV,Ind,samucciwam,pp.,conj.,Gold_328.csv
9101,loc,adv,axikaranam,loc. sg. n.,adv.,Gold_328.csv
9102,acc,adv,prayojanam,acc. sg. f.,adv.,Gold_328.csv
9103,acc,nom,karma,acc. sg. f.,nom. sg. m.,Gold_328.csv
9104,dat,acc,viseranam,dat. sg. n.,acc. sg. f.,Gold_328.csv
9105,nom,adv,prayojanam,nom. sg. m.,adv.,Gold_328.csv
9106,acc,adv,karwa,acc. sg. m.,adv.,Gold_328.csv
9107,IV,adv,karma,pp.,adv.,Gold_328.csv
9108,adv,Ind,samucciwam,adv.,conj.,Gold_328.csv
9109,Ind,ROOT,root,conj.,NA,Gold_328.csv
9110,acc,IV,karma,acc. sg. n.,abs.,Gold_1018.csv
9111,Ind,acc,sambanxah,conj.,acc. sg. n.,Gold_1018.csv
9112,IV,nom,purvakalah,abs.,nom. sg. n.,Gold_1018.csv
9113,nom,FV,karwa,nom. sg. n.,pr. [1] md. sg. 3,Gold_1018.csv
9114,g,loc,rartisambanxah,g. sg. n.,loc. sg. m.,Gold_1018.csv
9115,loc,FV,axikaranam,loc. sg. m.,pr. [1] md. sg. 3,Gold_1018.csv
9116,Ind,loc,sambanxah,prep.,loc. sg. m.,Gold_1018.csv
9117,Ind,FV,sambanxah,part.,pr. [1] md. sg. 3,Gold_1018.csv
9118,FV,ROOT,root,pr. [1] md. sg. 3,NA,Gold_1018.csv
9119,nom,FV,karwa,nom. sg. n.,opt. [1] ac. sg. 3,Gold_1213.csv
9120,g,nom,rartisambanxah,g. sg. m.,nom. sg. n.,Gold_1213.csv
9121,adv,FV,kriyaviseranam,adv.,opt. [1] ac. sg. 3,Gold_1213.csv
9122,FV,ROOT,root,opt. [1] ac. sg. 3,NA,Gold_1213.csv
9123,nom,nom,karwa,nom. sg. m.,nom. sg. m.,Gold_510.csv
9124,acc,nom,karma,acc. sg. m.,nom. sg. m.,Gold_510.csv
9125,Ind,adv,sambanxah,prep.,adv.,Gold_510.csv
9126,g,g,viseranam,g. sg. m.,g. sg. m.,Gold_510.csv
9127,adv,g,kriyaviseranam,adv.,g. sg. m.,Gold_510.csv
9128,g,acc,rartisambanxah,g. sg. m.,acc. sg. n.,Gold_510.csv
9129,acc,nom,karma,acc. sg. n.,nom. sg. m.,Gold_510.csv
9130,nom,adv,prawiyogi,nom. sg. m.,adv.,Gold_510.csv
9131,adv,FV,anuyogi,adv.,impft. [10] ac. sg. 3,Gold_510.csv
9132,nom,FV,karwa,nom. sg. m.,impft. [10] ac. sg. 3,Gold_510.csv
9133,FV,ROOT,root,impft. [10] ac. sg. 3,NA,Gold_510.csv
9134,Ind,FV,kriyaviseranam,conj.,pr. ac. sg. 1,Gold_304.csv
9135,acc,FV,karma,acc. pl. n.,pr. ac. sg. 1,Gold_304.csv
9136,FV,Ind,prawiyogi,pr. ac. sg. 1,conj.,Gold_304.csv
9137,Ind,nom,anuyogi,conj.,nom. sg. m.,Gold_304.csv
9138,nom,FV,karwa,nom. sg. m.,impft . ac. sg. 3,Gold_304.csv
9139,FV,ROOT,root,impft . ac. sg. 3,NA,Gold_304.csv
9140,inst,Ind,upapaxasambanxah,inst. sg. m.,conj.,Gold_761.csv
9141,Ind,Ind,sambanxah,conj.,conj.,Gold_761.csv
9142,acc,Ind,karma,acc. sg. n.,conj.,Gold_761.csv
9143,Ind,nom,prayojanam,conj.,nom. sg. n.,Gold_761.csv
9144,Ind,nom,sambanxah,conj.,nom. sg. n.,Gold_761.csv
9145,nom,nom,viseranam,nom. sg. n.,nom. sg. f.,Gold_761.csv
9146,inst,FV,karwa,inst. pl. f.,pp. . sg. ,Gold_761.csv
9147,Ind,FV,apaxanam,conj.,pp. . sg. ,Gold_761.csv
9148,acc,Ind,upapaxasambanxah,acc. sg. n.,conj.,Gold_761.csv
9149,Ind,FV,sambanxah,conj.,pp. . sg. ,Gold_761.csv
9150,FV,nom,viseranam,pp. . sg. ,nom. sg. f.,Gold_761.csv
9151,nom,FV,karwa,nom. sg. f.,impft . ac. sg. 3,Gold_761.csv
9152,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_761.csv
9153,nom,FV,karma,nom. sg. n.,impft . ac. sg. 3,Gold_761.csv
9154,FV,Ind,samucciwam,impft . ac. sg. 3,conj.,Gold_761.csv
9155,Ind,abl,viseranam,conj.,abl. sg. n.,Gold_761.csv
9156,abl,loc,hewuh,abl. sg. n.,loc. sg. f.,Gold_761.csv
9157,loc,FV,axikaranam,loc. sg. f.,pr. ac. sg. 3,Gold_761.csv
9158,nom,FV,karwqsamanaxikaranam,nom. sg. f.,pr. ac. sg. 3,Gold_761.csv
9159,Ind,FV,sambanxah,conj.,pr. ac. sg. 3,Gold_761.csv
9160,nom,FV,karwa,nom. sg. f.,pr. ac. sg. 3,Gold_761.csv
9161,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_761.csv
9162,Ind,ROOT,root,conj.,NA,Gold_761.csv
9163,acc,FV,sambanxah,acc. sg. n.,pr. ac. sg. 3,Gold_947.csv
9164,g,g,viseranam,g. du. m.,g. du. m.,Gold_947.csv
9165,g,nom,rartisambanxah,g. du. m.,nom. sg. f.,Gold_947.csv
9166,nom,FV,karwa,nom. sg. f.,pr. ac. sg. 3,Gold_947.csv
9167,acc,FV,karma,acc. sg. m.,pr. ac. sg. 3,Gold_947.csv
9168,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_947.csv
9169,g,FV,apaxanam,g. du. n.,pr. ac. sg. 3,Gold_223.csv
9170,loc,FV,axikaranam,loc. sg. f.,pr. ac. sg. 3,Gold_223.csv
9171,abl,nom,viseranam,abl. sg. n.,nom. sg. m.,Gold_223.csv
9172,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_223.csv
9173,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_223.csv
9174,nom,IV,karwa,nom. sg. m.,ppr. [1] ac.,Gold_918.csv
9175,acc,IV,karma,acc. sg. *,ppr. [1] ac.,Gold_918.csv
9176,IV,Ind,samucciwam,ppr. [1] ac.,conj.,Gold_918.csv
9177,IV,Ind,samucciwam,pp.,conj.,Gold_918.csv
9178,Ind,ROOT,root,conj.,NA,Gold_918.csv
9179,adv,IV,kriyaviseranam,adv.,pp.,Gold_918.csv
9180,nom,IV,karwa,nom. pl. f.,ppr. [1] ac.,Gold_1479.csv
9181,IV,ROOT,root,ppr. [1] ac.,NA,Gold_1479.csv
9182,acc,IV,karma,acc. sg. m.,ppr. [1] ac.,Gold_1479.csv
9183,abl,loc,upapaxasambanxah,abl. sg. m.,loc. sg. n.,Gold_684.csv
9184,loc,acc,axikaranam,loc. sg. n.,acc. sg. m.,Gold_684.csv
9185,g,loc,rartisambanxah,g. sg. m.,loc. sg. m.,Gold_684.csv
9186,loc,acc,axikaranam,loc. sg. m.,acc. sg. m.,Gold_684.csv
9187,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_684.csv
9188,acc,IV,karma,acc. sg. m.,abs.,Gold_684.csv
9189,IV,IV,purvakalah,abs.,ppa.,Gold_684.csv
9190,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_684.csv
9191,nom,IV,karwa,nom. sg. m.,ppa.,Gold_684.csv
9192,IV,ROOT,root,ppa.,NA,Gold_684.csv
9193,nom,nom,viseranam,nom. sg. sg.,nom. sg. m.,Gold_204.csv
9194,nom,FV,karwa,nom. sg. m.,pr. [2] ac. sg. 3,Gold_204.csv
9195,nom,Ind,prawiyogi,nom. sg. m.,part.,Gold_204.csv
9196,Ind,Ind,samucciwam,part.,conj.,Gold_204.csv
9197,inst,nom,hewuh,i. sg. n.,nom. sg. m.,Gold_204.csv
9198,nom,Ind,prawiyogi,nom. sg. m.,part.,Gold_204.csv
9199,Ind,Ind,samucciwam,part.,conj.,Gold_204.csv
9200,Ind,nom,anuyogi,conj.,nom. sg. m.,Gold_204.csv
9201,voc,inst,sampraxanam,voc. du. n.,i. sg. m.,Gold_204.csv
9202,inst,nom,upapaxasambanxah,i. sg. m.,nom. sg. m.,Gold_204.csv
9203,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_204.csv
9204,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_204.csv
9205,loc,loc,viseranam,loc. sg. n.,loc. sg. n.,Gold_1111.csv
9206,Ind,loc,sambanxah,conj.,loc. sg. n.,Gold_1111.csv
9207,loc,FV,axikaranam,loc. sg. n.,pp. . sg. ,Gold_1111.csv
9208,nom,FV,karwa,nom. sg. m.,pp. . sg. ,Gold_1111.csv
9209,FV,ROOT,root,pp. . sg. ,NA,Gold_1111.csv
9210,Ind,FV,axikaranam,conj.,pft. ac. sg. 3,Gold_729.csv
9211,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_729.csv
9212,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_729.csv
9213,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_729.csv
9214,acc,FV,karma,acc. sg. m.,pft. ac. sg. 3,Gold_729.csv
9215,inst,FV,karanam,inst. pl. n.,pft. ac. sg. 3,Gold_729.csv
9216,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_729.csv
9217,nom,FV,karwa,nom. sg. m.,pr. [1] ac. sg. 3,Gold_1245.csv
9218,acc,FV,karma,acc. sg. m.,pr. [1] ac. sg. 3,Gold_1245.csv
9219,loc,FV,axikaranam,loc. sg. m.,pr. [1] ac. sg. 3,Gold_1245.csv
9220,Ind,FV,sambanxah,part.,pr. [1] ac. sg. 3,Gold_1245.csv
9221,FV,Ind,samucciwam,pr. [1] ac. sg. 3,conj.,Gold_1245.csv
9222,Ind,FV,sambanxah,part.,pr. [2] ac. sg. 3,Gold_1245.csv
9223,nom,FV,karwa,nom. sg. m.,pr. [2] ac. sg. 3,Gold_1245.csv
9224,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_1245.csv
9225,nom,FV,karwqsamanaxikaranam,nom. sg. m.,pr. [2] ac. sg. 3,Gold_1245.csv
9226,FV,Ind,samucciwam,pr. [2] ac. sg. 3,conj.,Gold_1245.csv
9227,Ind,ROOT,root,conj.,NA,Gold_1245.csv
9228,loc,IV,axikaranam,loc. sg. n.,ppa.,Gold_1063.csv
9229,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1063.csv
9230,nom,IV,karwa,nom. sg. m.,ppa.,Gold_1063.csv
9231,acc,IV,karma,acc. sg. f.,ppa.,Gold_1063.csv
9232,loc,IV,axikaranam,loc. sg. m.,ppa.,Gold_1063.csv
9233,IV,ROOT,root,ppa.,NA,Gold_1063.csv
9234,g,loc,rartisambanxah,g. pl. m.,loc. pl. m.,Gold_756.csv
9235,loc,FV,axikaranam,loc. pl. m.,pr. [1] ac. pl. 3,Gold_756.csv
